kernel,bop/s,elapsed_ms,ndim,n_vectors,n_queries,knn
JACCARD_B512_VPSHUFB_PRECOMPUTED_PDX,178.93786004102145,0.0029300003916432615,512,512,1,10
JACCARD_U64X8_C,190.71259469956692,0.027491000309964875,512,512,10,10
JACCARD_B512_VPOPCNTQ,265.7313786388425,0.019729999621631578,512,512,10,10
JACCARD_B512_VPOPCNTQ_PRECOMPUTED,350.90556680246505,0.014940999790269416,512,512,10,10
JACCARD_B512_VPSHUFB_SAD,145.0272462994272,0.03615100013121264,512,512,10,10
JACCARD_B512_VPSHUFB_SAD_PRECOMPUTED,206.57525694333575,0.025379999897268135,512,512,10,10
JACCARD_B512_VPOPCNTQ_PDX,421.11485223335626,0.012450000212993473,512,512,10,10
JACCARD_B512_VPOPCNTQ_VPSHUFB_PDX,350.69432153377403,0.01494999969509081,512,512,10,10
JACCARD_B512_VPOPCNTQ_PRECOMPUTED_PDX,462.33509177268496,0.011340000128257088,512,512,10,10
JACCARD_B512_VPSHUFB_PRECOMPUTED_PDX,411.17401869719043,0.012751000213029329,512,512,10,10
JACCARD_U64X8_C,212.06230580894922,0.24723299975448754,512,512,100,10
JACCARD_B512_VPOPCNTQ,263.07528690172853,0.1992919997064746,512,512,100,10
JACCARD_B512_VPOPCNTQ_PRECOMPUTED,347.574282934481,0.15084200003911974,512,512,100,10
JACCARD_B512_VPSHUFB_SAD,147.26198225073756,0.35602400021161884,512,512,100,10
JACCARD_B512_VPSHUFB_SAD_PRECOMPUTED,209.06042279273714,0.2507829999558453,512,512,100,10
JACCARD_B512_VPOPCNTQ_PDX,429.06900718005886,0.12219199970786576,512,512,100,10
JACCARD_B512_VPOPCNTQ_VPSHUFB_PDX,364.9988506682172,0.14364100024977233,512,512,100,10
JACCARD_B512_VPOPCNTQ_PRECOMPUTED_PDX,496.3861359199267,0.1056209998751001,512,512,100,10
JACCARD_B512_VPSHUFB_PRECOMPUTED_PDX,454.2396967361999,0.11542099991856958,512,512,100,10
JACCARD_U64X8_C,145.63555040430157,0.007200000254670158,512,1024,1,10
JACCARD_B512_VPOPCNTQ,177.72474860862292,0.005899999905523146,512,1024,1,10
JACCARD_B512_VPOPCNTQ_PRECOMPUTED,243.28907539886603,0.004310000349505572,512,1024,1,10
JACCARD_B512_VPSHUFB_SAD,127.23892485023958,0.008241000159614487,512,1024,1,10
JACCARD_B512_VPSHUFB_SAD_PRECOMPUTED,166.97070117941,0.006279999979597051,512,1024,1,10
JACCARD_B512_VPOPCNTQ_PDX,278.8766106146617,0.003759999799513025,512,1024,1,10
JACCARD_B512_VPOPCNTQ_VPSHUFB_PDX,239.40090974528687,0.004380000063974876,512,1024,1,10
JACCARD_B512_VPOPCNTQ_PRECOMPUTED_PDX,299.5931582105995,0.003499999820633093,512,1024,1,10
JACCARD_B512_VPSHUFB_PRECOMPUTED_PDX,287.28109169434424,0.0036500000533123966,512,1024,1,10
JACCARD_U64X8_C,212.25805115852862,0.0494010000693379,512,1024,10,10
JACCARD_B512_VPOPCNTQ,287.43859779023876,0.03647999983513728,512,1024,10,10
JACCARD_B512_VPOPCNTQ_PRECOMPUTED,390.9533557015407,0.026821000119525706,512,1024,10,10
JACCARD_B512_VPSHUFB_SAD,153.6127515161161,0.06826099979662104,512,1024,10,10
JACCARD_B512_VPSHUFB_SAD_PRECOMPUTED,224.8185065814389,0.04664100015361328,512,1024,10,10
JACCARD_B512_VPOPCNTQ_PDX,482.9921682732125,0.021710000055463752,512,1024,10,10
JACCARD_B512_VPOPCNTQ_VPSHUFB_PDX,401.2766424393514,0.02613100014059455,512,1024,10,10
JACCARD_B512_VPOPCNTQ_PRECOMPUTED_PDX,557.4270435730435,0.01881099979073042,512,1024,10,10
JACCARD_B512_VPSHUFB_PRECOMPUTED_PDX,493.2154218415179,0.021260000266920542,512,1024,10,10
JACCARD_U64X8_C,218.16018052147564,0.4806450001524354,512,1024,100,10
JACCARD_B512_VPOPCNTQ,286.4155715482749,0.36610300003303564,512,1024,100,10
JACCARD_B512_VPOPCNTQ_PRECOMPUTED,373.488345611993,0.2807519999805663,512,1024,100,10
JACCARD_B512_VPSHUFB_SAD,149.14120241413087,0.7030759998087888,512,1024,100,10
JACCARD_B512_VPSHUFB_SAD_PRECOMPUTED,218.59678733822875,0.4796850003003783,512,1024,100,10
JACCARD_B512_VPOPCNTQ_PDX,459.7767271131767,0.22806200013292255,512,1024,100,10
JACCARD_B512_VPOPCNTQ_VPSHUFB_PDX,381.9921170731774,0.27450199968370725,512,1024,100,10
JACCARD_B512_VPOPCNTQ_PRECOMPUTED_PDX,549.9370649370006,0.19067199991695816,512,1024,100,10
JACCARD_B512_VPSHUFB_PRECOMPUTED_PDX,485.155368290396,0.21613199987768894,512,1024,100,10
JACCARD_U64X8_C,188.24702036212346,5.5702129998280725,512,1024,1000,10
JACCARD_B512_VPOPCNTQ,231.63214049336884,4.526901999724942,512,1024,1000,10
JACCARD_B512_VPOPCNTQ_PRECOMPUTED,294.18237257506365,3.564373999779491,512,1024,1000,10
JACCARD_B512_VPSHUFB_SAD,134.46845465515722,7.7979329998925095,512,1024,1000,10
JACCARD_B512_VPSHUFB_SAD_PRECOMPUTED,190.19092261649442,5.513280999821291,512,1024,1000,10
JACCARD_B512_VPOPCNTQ_PDX,336.8703494711598,3.11269900021216,512,1024,1000,10
JACCARD_B512_VPOPCNTQ_VPSHUFB_PDX,295.63226184954954,3.546892999565898,512,1024,1000,10
JACCARD_B512_VPOPCNTQ_PRECOMPUTED_PDX,366.1221380146328,2.8640059999816003,512,1024,1000,10
JACCARD_B512_VPSHUFB_PRECOMPUTED_PDX,341.71397954311624,3.068578000238631,512,1024,1000,10
JACCARD_U64X8_C,173.31834966198508,0.012099999821657548,512,2048,1,10
JACCARD_B512_VPOPCNTQ,236.9663375662891,0.008849999630911043,512,2048,1,10
JACCARD_B512_VPOPCNTQ_PRECOMPUTED,313.4756263194564,0.006690000191156287,512,2048,1,10
JACCARD_B512_VPSHUFB_SAD,141.79526685267507,0.014790000022912864,512,2048,1,10
JACCARD_B512_VPSHUFB_SAD_PRECOMPUTED,194.72162974806736,0.010770000244519906,512,2048,1,10
JACCARD_B512_VPOPCNTQ_PDX,365.9951208248965,0.005729999884351855,512,2048,1,10
JACCARD_B512_VPOPCNTQ_VPSHUFB_PDX,325.6447151104907,0.006440000106522348,512,2048,1,10
JACCARD_B512_VPOPCNTQ_PRECOMPUTED_PDX,408.0062088429235,0.005140000212122686,512,2048,1,10
JACCARD_B512_VPSHUFB_PRECOMPUTED_PDX,380.6083527950941,0.005509999937203247,512,2048,1,10
JACCARD_U64X8_C,234.28986456277391,0.08951099971454823,512,2048,10,10
JACCARD_B512_VPOPCNTQ,310.0461265638781,0.06763999999748194,512,2048,10,10
JACCARD_B512_VPOPCNTQ_PRECOMPUTED,367.0199533992506,0.057139999626087956,512,2048,10,10
JACCARD_B512_VPSHUFB_SAD,157.30095058119983,0.13332099979379564,512,2048,10,10
JACCARD_B512_VPSHUFB_SAD_PRECOMPUTED,235.47366431349153,0.08906099992600502,512,2048,10,10
JACCARD_B512_VPOPCNTQ_PDX,443.46627089454336,0.04729000011138851,512,2048,10,10
JACCARD_B512_VPOPCNTQ_VPSHUFB_PDX,444.20834092496693,0.04721100003735046,512,2048,10,10
JACCARD_B512_VPOPCNTQ_PRECOMPUTED_PDX,611.7712887260396,0.0342800003636512,512,2048,10,10
JACCARD_B512_VPSHUFB_PRECOMPUTED_PDX,558.1985607309805,0.037570000131381676,512,2048,10,10
JACCARD_U64X8_C,218.77032241315726,0.9586090000084369,512,2048,100,10
JACCARD_B512_VPOPCNTQ,301.9718179382502,0.6944860001567577,512,2048,100,10
JACCARD_B512_VPOPCNTQ_PRECOMPUTED,411.4127877341137,0.5097439998280606,512,2048,100,10
JACCARD_B512_VPSHUFB_SAD,153.40453655554447,1.3670729999830655,512,2048,100,10
JACCARD_B512_VPSHUFB_SAD_PRECOMPUTED,229.7876070663609,0.9126479999395087,512,2048,100,10
JACCARD_B512_VPOPCNTQ_PDX,510.1765172544715,0.41106400021817535,512,2048,100,10
JACCARD_B512_VPOPCNTQ_VPSHUFB_PDX,435.3069136303032,0.48176400014199317,512,2048,100,10
JACCARD_B512_VPOPCNTQ_PRECOMPUTED_PDX,612.5163927097394,0.34238299986100174,512,2048,100,10
JACCARD_B512_VPSHUFB_PRECOMPUTED_PDX,537.327597145562,0.3902930002368521,512,2048,100,10
JACCARD_U64X8_C,212.45712922027127,9.87094199990679,512,2048,1000,10
JACCARD_B512_VPOPCNTQ,276.39667071998446,7.587472000068374,512,2048,1000,10
JACCARD_B512_VPOPCNTQ_PRECOMPUTED,367.38682343991655,5.708294000214664,512,2048,1000,10
JACCARD_B512_VPSHUFB_SAD,146.84895624294586,14.281014000061987,512,2048,1000,10
JACCARD_B512_VPSHUFB_SAD_PRECOMPUTED,215.50889811055478,9.731162000207405,512,2048,1000,10
JACCARD_B512_VPOPCNTQ_PDX,437.79274096295353,4.790284999671712,512,2048,1000,10
JACCARD_B512_VPOPCNTQ_VPSHUFB_PDX,370.9703240001911,5.653152999911981,512,2048,1000,10
JACCARD_B512_VPOPCNTQ_PRECOMPUTED_PDX,485.25516623584457,4.3217510001341,512,2048,1000,10
JACCARD_B512_VPSHUFB_PRECOMPUTED_PDX,435.8881413962525,4.811215999779961,512,2048,1000,10
JACCARD_U64X8_C,202.0377639822001,0.020760000097652664,512,4096,1,10
JACCARD_B512_VPOPCNTQ,277.4010634066928,0.0151199997162621,512,4096,1,10
JACCARD_B512_VPOPCNTQ_PRECOMPUTED,367.27706625254035,0.011419999736972386,512,4096,1,10
JACCARD_B512_VPSHUFB_SAD,147.37540372975874,0.02846000006684335,512,4096,1,10
JACCARD_B512_VPSHUFB_SAD_PRECOMPUTED,215.3133471138303,0.01947999999174499,512,4096,1,10
JACCARD_B512_VPOPCNTQ_PDX,449.50208975462044,0.009331000001111533,512,4096,1,10
JACCARD_B512_VPOPCNTQ_VPSHUFB_PDX,380.2632899340858,0.011029999768652488,512,4096,1,10
JACCARD_B512_VPOPCNTQ_PRECOMPUTED_PDX,516.5398967070959,0.008120000074995914,512,4096,1,10
JACCARD_B512_VPSHUFB_PRECOMPUTED_PDX,468.1142707405655,0.008960000286606373,512,4096,1,10
JACCARD_U64X8_C,240.63430106428484,0.1743020002322737,512,4096,10,10
JACCARD_B512_VPOPCNTQ,321.8934623099572,0.13030099989919108,512,4096,10,10
JACCARD_B512_VPOPCNTQ_PRECOMPUTED,444.68400566644175,0.09432099977857433,512,4096,10,10
JACCARD_B512_VPSHUFB_SAD,155.82765847404937,0.2691629997570999,512,4096,10,10
JACCARD_B512_VPSHUFB_SAD_PRECOMPUTED,241.39601251739182,0.17375200013702852,512,4096,10,10
JACCARD_B512_VPOPCNTQ_PDX,560.0619562055881,0.07489000017812941,512,4096,10,10
JACCARD_B512_VPOPCNTQ_VPSHUFB_PDX,468.21879939129116,0.08957999989434029,512,4096,10,10
JACCARD_B512_VPOPCNTQ_PRECOMPUTED_PDX,645.7643475607581,0.06495099978565122,512,4096,10,10
JACCARD_B512_VPSHUFB_PRECOMPUTED_PDX,559.083992035152,0.07502099970224663,512,4096,10,10
JACCARD_U64X8_C,236.93460253209628,1.7702370000733936,512,4096,100,10
JACCARD_B512_VPOPCNTQ,308.21139382003923,1.3608530002784391,512,4096,100,10
JACCARD_B512_VPOPCNTQ_PRECOMPUTED,444.5053936999411,0.9435890001441294,512,4096,100,10
JACCARD_B512_VPSHUFB_SAD,157.70698482644363,2.6595549998091883,512,4096,100,10
JACCARD_B512_VPSHUFB_SAD_PRECOMPUTED,239.48197077726158,1.7514070000288484,512,4096,100,10
JACCARD_B512_VPOPCNTQ_PDX,545.0708709965201,0.7694969999647583,512,4096,100,10
JACCARD_B512_VPOPCNTQ_VPSHUFB_PDX,454.67301470947257,0.9224880000147095,512,4096,100,10
JACCARD_B512_VPOPCNTQ_PRECOMPUTED_PDX,645.2020993909681,0.6500760000562877,512,4096,100,10
JACCARD_B512_VPSHUFB_PRECOMPUTED_PDX,567.7361367692981,0.7387770001514582,512,4096,100,10
JACCARD_U64X8_C,227.51316839191713,18.435433999911766,512,4096,1000,10
JACCARD_B512_VPOPCNTQ,297.0572710269322,14.11951299996872,512,4096,1000,10
JACCARD_B512_VPOPCNTQ_PRECOMPUTED,411.8965646956507,10.182905999954528,512,4096,1000,10
JACCARD_B512_VPSHUFB_SAD,153.66353064125605,27.295376999973087,512,4096,1000,10
JACCARD_B512_VPSHUFB_SAD_PRECOMPUTED,229.6247948752687,18.265902000166534,512,4096,1000,10
JACCARD_B512_VPOPCNTQ_PDX,504.74861334676655,8.30968899981599,512,4096,1000,10
JACCARD_B512_VPOPCNTQ_VPSHUFB_PDX,422.1832883523046,9.934793999946123,512,4096,1000,10
JACCARD_B512_VPOPCNTQ_PRECOMPUTED_PDX,592.1902348791207,7.082696999987093,512,4096,1000,10
JACCARD_B512_VPSHUFB_PRECOMPUTED_PDX,519.1339087559774,8.079426000222156,512,4096,1000,10
JACCARD_U64X8_C,218.5614746201377,0.0383810001949314,512,8192,1,10
JACCARD_B512_VPOPCNTQ,287.2712582155713,0.02920099996117642,512,8192,1,10
JACCARD_B512_VPOPCNTQ_PRECOMPUTED,399.8383300244116,0.02097999959005392,512,8192,1,10
JACCARD_B512_VPSHUFB_SAD,153.32860577046506,0.05470999985845992,512,8192,1,10
JACCARD_B512_VPSHUFB_SAD_PRECOMPUTED,224.16846222918696,0.03742099988812697,512,8192,1,10
JACCARD_B512_VPOPCNTQ_PDX,487.4263829487856,0.017209999896294903,512,8192,1,10
JACCARD_B512_VPOPCNTQ_VPSHUFB_PDX,283.3032066216613,0.029610000183311058,512,8192,1,10
JACCARD_B512_VPOPCNTQ_PRECOMPUTED_PDX,541.2005234496944,0.015499999790336005,512,8192,1,10
JACCARD_B512_VPSHUFB_PRECOMPUTED_PDX,485.17108267926386,0.01728999995975755,512,8192,1,10
JACCARD_U64X8_C,235.89745890102145,0.3556040001058136,512,8192,10,10
JACCARD_B512_VPOPCNTQ,329.1173172805439,0.2548819998082763,512,8192,10,10
JACCARD_B512_VPOPCNTQ_PRECOMPUTED,438.3404055556308,0.1913719997901353,512,8192,10,10
JACCARD_B512_VPSHUFB_SAD,157.26821578144416,0.5333950002750498,512,8192,10,10
JACCARD_B512_VPSHUFB_SAD_PRECOMPUTED,246.43891032729334,0.3403929999876709,512,8192,10,10
JACCARD_B512_VPOPCNTQ_PDX,552.0201102249725,0.15196200001810212,512,8192,10,10
JACCARD_B512_VPOPCNTQ_VPSHUFB_PDX,480.71976679557304,0.17450099994675838,512,8192,10,10
JACCARD_B512_VPOPCNTQ_PRECOMPUTED_PDX,619.9043754480625,0.1353210000161198,512,8192,10,10
JACCARD_B512_VPSHUFB_PRECOMPUTED_PDX,592.1607224923797,0.14166099981594016,512,8192,10,10
JACCARD_U64X8_C,240.17868364060587,3.492653000193968,512,8192,100,10
JACCARD_B512_VPOPCNTQ,321.0845962965891,2.6125849999516504,512,8192,100,10
JACCARD_B512_VPOPCNTQ_PRECOMPUTED,461.3695875841237,1.818196999920474,512,8192,100,10
JACCARD_B512_VPSHUFB_SAD,159.67051023974912,5.253699000149936,512,8192,100,10
JACCARD_B512_VPSHUFB_SAD_PRECOMPUTED,244.6241698301925,3.429182000218134,512,8192,100,10
JACCARD_B512_VPOPCNTQ_PDX,573.5314064125157,1.4626240003963176,512,8192,100,10
JACCARD_B512_VPOPCNTQ_VPSHUFB_PDX,467.35873972466925,1.7948970003089926,512,8192,100,10
JACCARD_B512_VPOPCNTQ_PRECOMPUTED_PDX,661.5506672328477,1.2680219997491804,512,8192,100,10
JACCARD_B512_VPSHUFB_PRECOMPUTED_PDX,577.5834277446695,1.452363000225887,512,8192,100,10
JACCARD_U64X8_C,239.70465543387277,34.99559900001259,512,8192,1000,10
JACCARD_B512_VPOPCNTQ,315.800949895747,26.562959999864688,512,8192,1000,10
JACCARD_B512_VPOPCNTQ_PRECOMPUTED,445.72039277847887,18.82033700030661,512,8192,1000,10
JACCARD_B512_VPSHUFB_SAD,157.90119124876162,53.12567900000431,512,8192,1000,10
JACCARD_B512_VPSHUFB_SAD_PRECOMPUTED,239.5731406247826,35.014809999665886,512,8192,1000,10
JACCARD_B512_VPOPCNTQ_PDX,558.6133594929448,15.01684100003331,512,8192,1000,10
JACCARD_B512_VPOPCNTQ_VPSHUFB_PDX,461.96461380793465,18.158550999942236,512,8192,1000,10
JACCARD_B512_VPOPCNTQ_PRECOMPUTED_PDX,638.3794070132594,13.140474000010727,512,8192,1000,10
JACCARD_B512_VPSHUFB_PRECOMPUTED_PDX,562.0560595020157,14.924859999609907,512,8192,1000,10
JACCARD_U64X8_C,214.26566702174316,0.07830100003047846,512,16384,1,10
JACCARD_B512_VPOPCNTQ,314.0565704090363,0.053420999847730855,512,16384,1,10
JACCARD_B512_VPOPCNTQ_PRECOMPUTED,408.50294214357143,0.04107000040676212,512,16384,1,10
JACCARD_B512_VPSHUFB_SAD,142.58943930108447,0.11766099987653433,512,16384,1,10
JACCARD_B512_VPSHUFB_SAD_PRECOMPUTED,230.3265468014666,0.07284100001925253,512,16384,1,10
JACCARD_B512_VPOPCNTQ_PDX,483.49325627920064,0.034700000014709076,512,16384,1,10
JACCARD_B512_VPOPCNTQ_VPSHUFB_PDX,413.1301622451317,0.040610000269225566,512,16384,1,10
JACCARD_B512_VPOPCNTQ_PRECOMPUTED_PDX,532.5931207459246,0.03150100019411184,512,16384,1,10
JACCARD_B512_VPSHUFB_PRECOMPUTED_PDX,486.4371127451074,0.03448999996180646,512,16384,1,10
JACCARD_U64X8_C,233.88192719352577,0.7173369999691204,512,16384,10,10
JACCARD_B512_VPOPCNTQ,325.9078760933917,0.5147839997334813,512,16384,10,10
JACCARD_B512_VPOPCNTQ_PRECOMPUTED,466.7936142686324,0.35941399983130395,512,16384,10,10
JACCARD_B512_VPSHUFB_SAD,159.64161266392384,1.0509300000194344,512,16384,10,10
JACCARD_B512_VPSHUFB_SAD_PRECOMPUTED,242.765614267531,0.6910869997227564,512,16384,10,10
JACCARD_B512_VPOPCNTQ_PDX,551.7314677379582,0.30408300017370493,512,16384,10,10
JACCARD_B512_VPOPCNTQ_VPSHUFB_PDX,448.64504389222947,0.3739529997801583,512,16384,10,10
JACCARD_B512_VPOPCNTQ_PRECOMPUTED_PDX,629.2509989433233,0.26662200025384664,512,16384,10,10
JACCARD_B512_VPSHUFB_PRECOMPUTED_PDX,544.1088655246663,0.30834300014248583,512,16384,10,10
JACCARD_U64X8_C,225.203575937829,7.449799999903917,512,16384,100,10
JACCARD_B512_VPOPCNTQ,328.5856642441908,5.105887999889092,512,16384,100,10
JACCARD_B512_VPOPCNTQ_PRECOMPUTED,461.5053843585873,3.63532400024269,512,16384,100,10
JACCARD_B512_VPSHUFB_SAD,160.91760122060649,10.425966999719094,512,16384,100,10
JACCARD_B512_VPSHUFB_SAD_PRECOMPUTED,246.5093740579392,6.805913999869517,512,16384,100,10
JACCARD_B512_VPOPCNTQ_PDX,573.4196727662749,2.9258179997668776,512,16384,100,10
JACCARD_B512_VPOPCNTQ_VPSHUFB_PDX,460.0600261367937,3.646744999969087,512,16384,100,10
JACCARD_B512_VPOPCNTQ_PRECOMPUTED_PDX,637.809039964971,2.630444999795145,512,16384,100,10
JACCARD_B512_VPSHUFB_PRECOMPUTED_PDX,561.2652040112774,2.9891780000070867,512,16384,100,10
JACCARD_U64X8_C,225.0359543855258,74.55349100018793,512,16384,1000,10
JACCARD_B512_VPOPCNTQ,323.92839044504973,51.792978000321455,512,16384,1000,10
JACCARD_B512_VPOPCNTQ_PRECOMPUTED,455.7583636514672,36.81164699992223,512,16384,1000,10
JACCARD_B512_VPSHUFB_SAD,158.81342031748343,105.64104700006283,512,16384,1000,10
JACCARD_B512_VPSHUFB_SAD_PRECOMPUTED,241.24999739324142,69.5428650001304,512,16384,1000,10
JACCARD_B512_VPOPCNTQ_PDX,573.1208321420606,29.27343600003951,512,16384,1000,10
JACCARD_B512_VPOPCNTQ_VPSHUFB_PDX,473.9643333255461,35.397633999764366,512,16384,1000,10
JACCARD_B512_VPOPCNTQ_PRECOMPUTED_PDX,638.0723033076298,26.29359699994893,512,16384,1000,10
JACCARD_B512_VPSHUFB_PRECOMPUTED_PDX,576.1295007956259,29.12056399964058,512,16384,1000,10
JACCARD_U64X8_C,210.74124630653822,0.159221000103571,512,32768,1,10
JACCARD_B512_VPOPCNTQ,311.26271552214644,0.10780100001284154,512,32768,1,10
JACCARD_B512_VPOPCNTQ_PRECOMPUTED,424.89562116920416,0.07897099976617028,512,32768,1,10
JACCARD_B512_VPSHUFB_SAD,156.0947144344434,0.21496199997272925,512,32768,1,10
JACCARD_B512_VPSHUFB_SAD_PRECOMPUTED,234.79250683193595,0.14291100023910985,512,32768,1,10
JACCARD_B512_VPOPCNTQ_PDX,520.7081337551,0.06443999973271275,512,32768,1,10
JACCARD_B512_VPOPCNTQ_VPSHUFB_PDX,432.3969012252858,0.07760100015730131,512,32768,1,10
JACCARD_B512_VPOPCNTQ_PRECOMPUTED_PDX,555.2519748135255,0.060430999837990385,512,32768,1,10
JACCARD_B512_VPSHUFB_PRECOMPUTED_PDX,518.1351452588327,0.06475999998656334,512,32768,1,10
JACCARD_U64X8_C,220.7709976500829,1.5198749997580308,512,32768,10,10
JACCARD_B512_VPOPCNTQ,328.1578157274648,1.0225089999948977,512,32768,10,10
JACCARD_B512_VPOPCNTQ_PRECOMPUTED,465.2473805572441,0.7212169998638274,512,32768,10,10
JACCARD_B512_VPSHUFB_SAD,160.3419156446511,2.0926799998051138,512,32768,10,10
JACCARD_B512_VPSHUFB_SAD_PRECOMPUTED,245.3431681479556,1.367653000215796,512,32768,10,10
JACCARD_B512_VPOPCNTQ_PDX,581.7181211714341,0.5768160003754019,512,32768,10,10
JACCARD_B512_VPOPCNTQ_VPSHUFB_PDX,466.01630235049777,0.7200269997156283,512,32768,10,10
JACCARD_B512_VPOPCNTQ_PRECOMPUTED_PDX,647.412755532399,0.5182849999982864,512,32768,10,10
JACCARD_B512_VPSHUFB_PRECOMPUTED_PDX,581.7393011061263,0.5767949996879906,512,32768,10,10
JACCARD_U64X8_C,223.38539489248677,15.020871000160696,512,32768,100,10
JACCARD_B512_VPOPCNTQ,332.9881365656027,10.076765000121668,512,32768,100,10
JACCARD_B512_VPOPCNTQ_PRECOMPUTED,469.4997948306694,7.14684699960344,512,32768,100,10
JACCARD_B512_VPSHUFB_SAD,160.2781392248173,20.935127000029752,512,32768,100,10
JACCARD_B512_VPSHUFB_SAD_PRECOMPUTED,245.67982416825885,13.657788999807963,512,32768,100,10
JACCARD_B512_VPOPCNTQ_PDX,599.884401212247,5.593482999756816,512,32768,100,10
JACCARD_B512_VPOPCNTQ_VPSHUFB_PDX,476.78691195140703,7.037615999706759,512,32768,100,10
JACCARD_B512_VPOPCNTQ_PRECOMPUTED_PDX,672.9328798559908,4.98629699995945,512,32768,100,10
JACCARD_B512_VPSHUFB_PRECOMPUTED_PDX,588.6202371166451,5.700523000086832,512,32768,100,10
JACCARD_U64X8_C,222.59933581407404,150.73913800006267,512,32768,1000,10
JACCARD_B512_VPOPCNTQ,329.54871176280096,101.8193390000306,512,32768,1000,10
JACCARD_B512_VPOPCNTQ_PRECOMPUTED,468.583038720155,71.60829399981594,512,32768,1000,10
JACCARD_B512_VPSHUFB_SAD,160.2891936377901,209.33683200019004,512,32768,1000,10
JACCARD_B512_VPSHUFB_SAD_PRECOMPUTED,245.7719423809082,136.52669899965986,512,32768,1000,10
JACCARD_B512_VPOPCNTQ_PDX,589.1083564644504,56.95799699969939,512,32768,1000,10
JACCARD_B512_VPOPCNTQ_VPSHUFB_PDX,470.75867140894536,71.27735300036875,512,32768,1000,10
JACCARD_B512_VPOPCNTQ_PRECOMPUTED_PDX,643.4602458623734,52.14686099998289,512,32768,1000,10
JACCARD_B512_VPSHUFB_PRECOMPUTED_PDX,583.1351572887068,57.54143200010731,512,32768,1000,10
JACCARD_U64X8_C,218.13167420543127,0.3076530001635547,512,65536,1,10
JACCARD_B512_VPOPCNTQ,312.4656098050374,0.21477200016306597,512,65536,1,10
JACCARD_B512_VPOPCNTQ_PRECOMPUTED,435.4014694091097,0.15413100027217297,512,65536,1,10
JACCARD_B512_VPSHUFB_SAD,153.72760593436584,0.4365439999673981,512,65536,1,10
JACCARD_B512_VPSHUFB_SAD_PRECOMPUTED,229.2266893778607,0.29276199984451523,512,65536,1,10
JACCARD_B512_VPOPCNTQ_PDX,537.6408132166796,0.12482100009947317,512,65536,1,10
JACCARD_B512_VPOPCNTQ_VPSHUFB_PDX,414.04267011566094,0.16208199986067484,512,65536,1,10
JACCARD_B512_VPOPCNTQ_PRECOMPUTED_PDX,588.3078428542971,0.1140710000981926,512,65536,1,10
JACCARD_B512_VPSHUFB_PRECOMPUTED_PDX,532.3945375383543,0.12605100027940352,512,65536,1,10
JACCARD_U64X8_C,227.6731317067816,2.9475970000021334,512,65536,10,10
JACCARD_B512_VPOPCNTQ,332.9706236110999,2.0154589997218864,512,65536,10,10
JACCARD_B512_VPOPCNTQ_PRECOMPUTED,469.6691474110211,1.4288540000961802,512,65536,10,10
JACCARD_B512_VPSHUFB_SAD,160.72635844413165,4.175348999979178,512,65536,10,10
JACCARD_B512_VPSHUFB_SAD_PRECOMPUTED,247.6428657233043,2.7099049998469127,512,65536,10,10
JACCARD_B512_VPOPCNTQ_PDX,585.8165910917598,1.1455610001576133,512,65536,10,10
JACCARD_B512_VPOPCNTQ_VPSHUFB_PDX,483.8927818012362,1.3868539999748464,512,65536,10,10
JACCARD_B512_VPOPCNTQ_PRECOMPUTED_PDX,654.4530966426561,1.0254190001433017,512,65536,10,10
JACCARD_B512_VPSHUFB_PRECOMPUTED_PDX,585.8626190879584,1.1454709997451573,512,65536,10,10
JACCARD_U64X8_C,229.9513184363114,29.18394400012403,512,65536,100,10
JACCARD_B512_VPOPCNTQ,333.7366355161093,20.108329999857233,512,65536,100,10
JACCARD_B512_VPOPCNTQ_PRECOMPUTED,473.0852447706766,14.185363999786205,512,65536,100,10
JACCARD_B512_VPSHUFB_SAD,160.90851863644036,41.70622200035723,512,65536,100,10
JACCARD_B512_VPSHUFB_SAD_PRECOMPUTED,247.4173975592973,27.123745000153576,512,65536,100,10
JACCARD_B512_VPOPCNTQ_PDX,599.350304344347,11.196935000043595,512,65536,100,10
JACCARD_B512_VPOPCNTQ_VPSHUFB_PDX,481.37520558470015,13.941071999852284,512,65536,100,10
JACCARD_B512_VPOPCNTQ_PRECOMPUTED_PDX,660.84709603169,10.154976000194438,512,65536,100,10
JACCARD_B512_VPSHUFB_PRECOMPUTED_PDX,600.5747931871111,11.174105999998574,512,65536,100,10
JACCARD_U64X8_C,230.35670881951438,291.3258499997937,512,65536,1000,10
JACCARD_B512_VPOPCNTQ,332.74292899799053,201.68381699977544,512,65536,1000,10
JACCARD_B512_VPOPCNTQ_PRECOMPUTED,476.3827463329747,140.87173500001882,512,65536,1000,10
JACCARD_B512_VPSHUFB_SAD,161.30387656595556,416.03999500011923,512,65536,1000,10
JACCARD_B512_VPSHUFB_SAD_PRECOMPUTED,248.31441205439828,270.25762799985387,512,65536,1000,10
JACCARD_B512_VPOPCNTQ_PDX,604.940174180918,110.93471200001659,512,65536,1000,10
JACCARD_B512_VPOPCNTQ_VPSHUFB_PDX,493.02045044625004,136.11781000008705,512,65536,1000,10
JACCARD_B512_VPOPCNTQ_PRECOMPUTED_PDX,662.1345089578327,101.35231300000669,512,65536,1000,10
JACCARD_B512_VPSHUFB_PRECOMPUTED_PDX,605.0041405761219,110.92298299990944,512,65536,1000,10
