kernel,bop/s,elapsed_ms,ndim,n_vectors,n_queries,knn
JACCARD_B128_VPOPCNTQ_PRECOMPUTED_PDX,200.0940742069011,5366.185021999854,128,4194304,1000,10
JACCARD_B128_VPSHUFB_PRECOMPUTED_PDX,188.19402533807346,5705.504317000077,128,4194304,1000,10
JACCARD_U64X4_C,42.01025676124586,0.003119999973932863,256,256,1,10
JACCARD_B256_VPSHUFB_SAD,39.59879140954941,0.0033100000109698158,256,256,1,10
JACCARD_B256_VPOPCNTQ,60.963720922970396,0.0021500000002561137,256,256,1,10
JACCARD_B256_VPOPCNTQ_VPSHUFB,53.28130286816407,0.0024599999051133636,256,256,1,10
JACCARD_B256_VPOPCNTQ_PRECOMPUTED,52.21991910238886,0.0025100000584643567,256,256,1,10
JACCARD_B256_VPSHUFB_SAD_PRECOMPUTED,43.83678952501057,0.002989999984492897,256,256,1,10
JACCARD_B256_VPOPCNTQ_PDX,60.40184286922352,0.002170000016121776,256,256,1,10
JACCARD_B256_VPSHUFB_PDX,56.22994103437396,0.0023310001324716723,256,256,1,10
JACCARD_B256_VPOPCNTQ_VPSHUFB_PDX,71.23477891537122,0.0018400000953988638,256,256,1,10
JACCARD_B256_VPOPCNTQ_PRECOMPUTED_PDX,63.627183151856414,0.002060000042547472,256,256,1,10
JACCARD_B256_VPSHUFB_PRECOMPUTED_PDX,58.51428681234926,0.0022399999579647556,256,256,1,10
JACCARD_U64X4_C,146.94170358283645,0.008920000027501374,256,256,10,10
JACCARD_B256_VPSHUFB_SAD,90.20784556282754,0.014530000044032931,256,256,10,10
JACCARD_B256_VPOPCNTQ,145.95991338820622,0.008979999847724685,256,256,10,10
JACCARD_B256_VPOPCNTQ_VPSHUFB,109.39988159022568,0.011981000170635525,256,256,10,10
JACCARD_B256_VPOPCNTQ_PRECOMPUTED,153.66002238055958,0.008530000059181475,256,256,10,10
JACCARD_B256_VPSHUFB_SAD_PRECOMPUTED,119.7004573581898,0.010949999932563514,256,256,10,10
JACCARD_B256_VPOPCNTQ_PDX,200.7228157897971,0.00653000006423099,256,256,10,10
JACCARD_B256_VPSHUFB_PDX,170.4447367985329,0.007689999847571016,256,256,10,10
JACCARD_B256_VPOPCNTQ_VPSHUFB_PDX,197.69532678276173,0.006629999916185625,256,256,10,10
JACCARD_B256_VPOPCNTQ_PRECOMPUTED_PDX,212.09061050618806,0.0061800001276424155,256,256,10,10
JACCARD_B256_VPSHUFB_PRECOMPUTED_PDX,177.12432531575553,0.0073999999585794285,256,256,10,10
JACCARD_U64X4_C,196.95266670591073,0.06655000015598489,256,256,100,10
JACCARD_B256_VPSHUFB_SAD,104.99955940959765,0.12483099999371916,256,256,100,10
JACCARD_B256_VPOPCNTQ,164.06353648387758,0.07989100004124339,256,256,100,10
JACCARD_B256_VPOPCNTQ_VPSHUFB,119.55742421774296,0.10963100021399441,256,256,100,10
JACCARD_B256_VPOPCNTQ_PRECOMPUTED,199.28539870756484,0.06577100020876969,256,256,100,10
JACCARD_B256_VPSHUFB_SAD_PRECOMPUTED,128.95583458876942,0.10164100012843846,256,256,100,10
JACCARD_B256_VPOPCNTQ_PDX,250.41936579205185,0.0523409999004798,256,256,100,10
JACCARD_B256_VPSHUFB_PDX,197.66252905170032,0.06631100018239522,256,256,100,10
JACCARD_B256_VPOPCNTQ_VPSHUFB_PDX,204.5411272565313,0.06408100011867646,256,256,100,10
JACCARD_B256_VPOPCNTQ_PRECOMPUTED_PDX,261.30781498844436,0.05016000000068743,256,256,100,10
JACCARD_B256_VPSHUFB_PRECOMPUTED_PDX,231.4900827247374,0.05662100011250004,256,256,100,10
JACCARD_U64X4_C,59.85022743632172,0.004380000063974876,256,512,1,10
JACCARD_B256_VPSHUFB_SAD,60.12476997877169,0.004360000048109214,256,512,1,10
JACCARD_B256_VPOPCNTQ,94.63682182882859,0.002770000037344289,256,512,1,10
JACCARD_B256_VPOPCNTQ_VPSHUFB,78.7219212875254,0.003330000026835478,256,512,1,10
JACCARD_B256_VPOPCNTQ_PRECOMPUTED,92.95886645729854,0.0028199999633216066,256,512,1,10
JACCARD_B256_VPSHUFB_SAD_PRECOMPUTED,75.54582327369789,0.0034699999105214374,256,512,1,10
JACCARD_B256_VPOPCNTQ_PDX,96.73210368699816,0.0027099999897473026,256,512,1,10
JACCARD_B256_VPSHUFB_PDX,83.485350589705,0.0031399999897985253,256,512,1,10
JACCARD_B256_VPOPCNTQ_VPSHUFB_PDX,112.99310240467722,0.002320000021427404,256,512,1,10
JACCARD_B256_VPOPCNTQ_PRECOMPUTED_PDX,100.82461475744755,0.0026000000161729986,256,512,1,10
JACCARD_B256_VPSHUFB_PRECOMPUTED_PDX,95.3250901645629,0.002750000021478627,256,512,1,10
JACCARD_U64X4_C,189.4104037333126,0.013840000065101776,256,512,10,10
JACCARD_B256_VPSHUFB_SAD,102.16056070940436,0.025660000119387405,256,512,10,10
JACCARD_B256_VPOPCNTQ,172.34976842968223,0.015210000128718093,256,512,10,10
JACCARD_B256_VPOPCNTQ_VPSHUFB,121.75189317355571,0.021530999902097392,256,512,10,10
JACCARD_B256_VPOPCNTQ_PRECOMPUTED,204.00311525062975,0.01284999984818569,256,512,10,10
JACCARD_B256_VPSHUFB_SAD_PRECOMPUTED,137.32006269163253,0.01909000002342509,256,512,10,10
JACCARD_B256_VPOPCNTQ_PDX,266.94908189007515,0.009820000059335143,256,512,10,10
JACCARD_B256_VPSHUFB_PDX,212.41714607306758,0.012341000001470093,256,512,10,10
JACCARD_B256_VPOPCNTQ_VPSHUFB_PDX,249.8989508486277,0.010490000022400636,256,512,10,10
JACCARD_B256_VPOPCNTQ_PRECOMPUTED_PDX,278.58023156905546,0.009410000075149583,256,512,10,10
JACCARD_B256_VPSHUFB_PRECOMPUTED_PDX,226.18119096425391,0.011589999985517352,256,512,10,10
JACCARD_U64X4_C,210.64033247564063,0.12445099991964526,256,512,100,10
JACCARD_B256_VPSHUFB_SAD,107.77529272351796,0.24323200000253564,256,512,100,10
JACCARD_B256_VPOPCNTQ,174.52763613277077,0.1502019999861659,256,512,100,10
JACCARD_B256_VPOPCNTQ_VPSHUFB,122.01711031801413,0.21484199987753527,256,512,100,10
JACCARD_B256_VPOPCNTQ_PRECOMPUTED,202.03620776465934,0.12975100003131956,256,512,100,10
JACCARD_B256_VPSHUFB_SAD_PRECOMPUTED,141.58313163181268,0.18515200008550892,256,512,100,10
JACCARD_B256_VPOPCNTQ_PDX,268.0107556219129,0.09781099993233511,256,512,100,10
JACCARD_B256_VPSHUFB_PDX,203.98406382983157,0.1285119999465678,256,512,100,10
JACCARD_B256_VPOPCNTQ_VPSHUFB_PDX,248.7583152738101,0.10538099991208583,256,512,100,10
JACCARD_B256_VPOPCNTQ_PRECOMPUTED_PDX,308.94627011865776,0.08485100011057511,256,512,100,10
JACCARD_B256_VPSHUFB_PRECOMPUTED_PDX,247.11682579234048,0.10608100001263665,256,512,100,10
JACCARD_U64X4_C,105.91676879558987,0.004949999947712058,256,1024,1,10
JACCARD_B256_VPSHUFB_SAD,79.80030324842896,0.006570000095962314,256,1024,1,10
JACCARD_B256_VPOPCNTQ,127.25436630371283,0.004120000085094944,256,1024,1,10
JACCARD_B256_VPOPCNTQ_VPSHUFB,97.81492661593832,0.005359999931897619,256,1024,1,10
JACCARD_B256_VPOPCNTQ_PRECOMPUTED,128.18777670313136,0.004089999947609613,256,1024,1,10
JACCARD_B256_VPSHUFB_SAD_PRECOMPUTED,93.45597120410467,0.005610000016531558,256,1024,1,10
JACCARD_B256_VPOPCNTQ_PDX,146.40826172250277,0.003581000100894016,256,1024,1,10
JACCARD_B256_VPSHUFB_PDX,126.3344579772462,0.004149999995206599,256,1024,1,10
JACCARD_B256_VPOPCNTQ_VPSHUFB_PDX,157.4438425750508,0.003330000026835478,256,1024,1,10
JACCARD_B256_VPOPCNTQ_PRECOMPUTED_PDX,164.87043913533466,0.0031800000215298496,256,1024,1,10
JACCARD_B256_VPSHUFB_PRECOMPUTED_PDX,144.03515854089162,0.0036400001590664033,256,1024,1,10
JACCARD_U64X4_C,230.4562640301995,0.02274999997098348,256,1024,10,10
JACCARD_B256_VPSHUFB_SAD,114.05003213099619,0.045970000201123185,256,1024,10,10
JACCARD_B256_VPOPCNTQ,193.2502761977253,0.027130000034958357,256,1024,10,10
JACCARD_B256_VPOPCNTQ_VPSHUFB,133.1694184481745,0.03936999996767554,256,1024,10,10
JACCARD_B256_VPOPCNTQ_PRECOMPUTED,233.01688771113643,0.022500000113723218,256,1024,10,10
JACCARD_B256_VPSHUFB_SAD_PRECOMPUTED,146.57198742172224,0.035770000067714136,256,1024,10,10
JACCARD_B256_VPOPCNTQ_PDX,325.0390586833688,0.01612999994904385,256,1024,10,10
JACCARD_B256_VPSHUFB_PDX,245.22357188766932,0.02138000013474084,256,1024,10,10
JACCARD_B256_VPOPCNTQ_VPSHUFB_PDX,294.70938892547224,0.017789999901651754,256,1024,10,10
JACCARD_B256_VPOPCNTQ_PRECOMPUTED_PDX,357.87577007137156,0.014649999911853229,256,1024,10,10
JACCARD_B256_VPSHUFB_PRECOMPUTED_PDX,297.3840083376489,0.017629999774726457,256,1024,10,10
JACCARD_U64X4_C,229.68593240114222,0.2282630000536301,256,1024,100,10
JACCARD_B256_VPSHUFB_SAD,112.93104005411513,0.46425499999713793,256,1024,100,10
JACCARD_B256_VPOPCNTQ,180.77462826022938,0.29002299993408087,256,1024,100,10
JACCARD_B256_VPOPCNTQ_VPSHUFB,128.3277119026689,0.4085539999323373,256,1024,100,10
JACCARD_B256_VPOPCNTQ_PRECOMPUTED,220.95565619157082,0.2372819999436615,256,1024,100,10
JACCARD_B256_VPSHUFB_SAD_PRECOMPUTED,143.30917001168405,0.3658440000435803,256,1024,100,10
JACCARD_B256_VPOPCNTQ_PDX,294.1109154551257,0.17826199996306968,256,1024,100,10
JACCARD_B256_VPSHUFB_PDX,230.27204603986615,0.22768200005884864,256,1024,100,10
JACCARD_B256_VPOPCNTQ_VPSHUFB_PDX,262.32500419392426,0.19986200004495913,256,1024,100,10
JACCARD_B256_VPOPCNTQ_PRECOMPUTED_PDX,335.0896704425925,0.1564619999498973,256,1024,100,10
JACCARD_B256_VPSHUFB_PRECOMPUTED_PDX,276.9892381121614,0.18928100007542525,256,1024,100,10
JACCARD_U64X4_C,168.8577668428367,3.104909000057887,256,1024,1000,10
JACCARD_B256_VPSHUFB_SAD,95.09509908850798,5.5133020000539545,256,1024,1000,10
JACCARD_B256_VPOPCNTQ,139.57843312733135,3.7562250001883513,256,1024,1000,10
JACCARD_B256_VPOPCNTQ_VPSHUFB,105.79799606992148,4.95555699990291,256,1024,1000,10
JACCARD_B256_VPOPCNTQ_PRECOMPUTED,162.68746101765402,3.22267000001375,256,1024,1000,10
JACCARD_B256_VPSHUFB_SAD_PRECOMPUTED,120.20898453649889,4.361471000038364,256,1024,1000,10
JACCARD_B256_VPOPCNTQ_PDX,203.62407099086695,2.5747839999894495,256,1024,1000,10
JACCARD_B256_VPSHUFB_PDX,171.34776287070935,3.0597889999626204,256,1024,1000,10
JACCARD_B256_VPOPCNTQ_VPSHUFB_PDX,190.63104939874046,2.750275999915175,256,1024,1000,10
JACCARD_B256_VPOPCNTQ_PRECOMPUTED_PDX,214.93176589600176,2.4393230000896438,256,1024,1000,10
JACCARD_B256_VPSHUFB_PRECOMPUTED_PDX,193.04278925086064,2.7159159999428084,256,1024,1000,10
JACCARD_U64X4_C,166.4406350405062,0.006299999995462713,256,2048,1,10
JACCARD_B256_VPSHUFB_SAD,96.46513253850696,0.010870000096474541,256,2048,1,10
JACCARD_B256_VPOPCNTQ,156.27064130855103,0.0067099999796482734,256,2048,1,10
JACCARD_B256_VPOPCNTQ_VPSHUFB,115.48193636195033,0.00908000015442667,256,2048,1,10
JACCARD_B256_VPOPCNTQ_PRECOMPUTED,172.7472773286908,0.0060700001540681114,256,2048,1,10
JACCARD_B256_VPSHUFB_SAD_PRECOMPUTED,126.79274362978803,0.008270000080301543,256,2048,1,10
JACCARD_B256_VPOPCNTQ_PDX,220.2428002362751,0.00476100012747338,256,2048,1,10
JACCARD_B256_VPSHUFB_PDX,178.6330495433832,0.00586999999541149,256,2048,1,10
JACCARD_B256_VPOPCNTQ_VPSHUFB_PDX,218.45333595448074,0.00479999994240643,256,2048,1,10
JACCARD_B256_VPOPCNTQ_PRECOMPUTED_PDX,242.72592500570872,0.0043200000163778896,256,2048,1,10
JACCARD_B256_VPSHUFB_PRECOMPUTED_PDX,206.81972211561865,0.005070000042906031,256,2048,1,10
JACCARD_U64X4_C,249.77394614445274,0.04198099986751913,256,2048,10,10
JACCARD_B256_VPSHUFB_SAD,119.8783583959428,0.0874699999258155,256,2048,10,10
JACCARD_B256_VPOPCNTQ,201.21970386503605,0.0521110000590852,256,2048,10,10
JACCARD_B256_VPOPCNTQ_VPSHUFB,139.5663571864751,0.07513100013056828,256,2048,10,10
JACCARD_B256_VPOPCNTQ_PRECOMPUTED,203.21240397201666,0.051599999778773054,256,2048,10,10
JACCARD_B256_VPSHUFB_SAD_PRECOMPUTED,162.81983162320697,0.06440100014515338,256,2048,10,10
JACCARD_B256_VPOPCNTQ_PDX,343.23273300511005,0.030550000019502477,256,2048,10,10
JACCARD_B256_VPSHUFB_PDX,212.34831888213026,0.049380000064047636,256,2048,10,10
JACCARD_B256_VPOPCNTQ_VPSHUFB_PDX,308.8498111010636,0.03395100020497921,256,2048,10,10
JACCARD_B256_VPOPCNTQ_PRECOMPUTED_PDX,393.0194899743752,0.026680000019041472,256,2048,10,10
JACCARD_B256_VPSHUFB_PRECOMPUTED_PDX,308.57714707183163,0.03398099988771719,256,2048,10,10
JACCARD_U64X4_C,250.15291982318573,0.4191739999441779,256,2048,100,10
JACCARD_B256_VPSHUFB_SAD,117.651230040882,0.8912580001378956,256,2048,100,10
JACCARD_B256_VPOPCNTQ,193.47313074890542,0.5419749998054613,256,2048,100,10
JACCARD_B256_VPOPCNTQ_VPSHUFB,135.56478646933962,0.7734870000604133,256,2048,100,10
JACCARD_B256_VPOPCNTQ_PRECOMPUTED,244.99210286954633,0.42800400001397065,256,2048,100,10
JACCARD_B256_VPSHUFB_SAD_PRECOMPUTED,156.40443540228426,0.6704259999423812,256,2048,100,10
JACCARD_B256_VPOPCNTQ_PDX,339.91370672323546,0.3084830000261718,256,2048,100,10
JACCARD_B256_VPSHUFB_PDX,257.8672713048612,0.4066340000008495,256,2048,100,10
JACCARD_B256_VPOPCNTQ_VPSHUFB_PDX,301.18252606944975,0.3481530000044586,256,2048,100,10
JACCARD_B256_VPOPCNTQ_PRECOMPUTED_PDX,373.04985716624446,0.2810820001286629,256,2048,100,10
JACCARD_B256_VPSHUFB_PRECOMPUTED_PDX,304.08226582091055,0.3448330000992428,256,2048,100,10
JACCARD_U64X4_C,213.97344268307893,4.900496000118437,256,2048,1000,10
JACCARD_B256_VPSHUFB_SAD,108.57160666248325,9.657921000098213,256,2048,1000,10
JACCARD_B256_VPOPCNTQ,169.84844170199298,6.173598000032143,256,2048,1000,10
JACCARD_B256_VPOPCNTQ_VPSHUFB,122.44484250984041,8.563659999936135,256,2048,1000,10
JACCARD_B256_VPOPCNTQ_PRECOMPUTED,206.41905917933508,5.079840999997032,256,2048,1000,10
JACCARD_B256_VPSHUFB_SAD_PRECOMPUTED,142.25745471419017,7.370973999968555,256,2048,1000,10
JACCARD_B256_VPOPCNTQ_PDX,272.29523440682476,3.850879000083296,256,2048,1000,10
JACCARD_B256_VPSHUFB_PDX,221.11742982815136,4.742168000120728,256,2048,1000,10
JACCARD_B256_VPOPCNTQ_VPSHUFB_PDX,250.76125696002217,4.1815709998900275,256,2048,1000,10
JACCARD_B256_VPOPCNTQ_PRECOMPUTED_PDX,292.35232748231385,3.5866859998350265,256,2048,1000,10
JACCARD_B256_VPSHUFB_PRECOMPUTED_PDX,253.90226886920613,4.129841000121814,256,2048,1000,10
JACCARD_U64X4_C,203.606990580588,0.010299999985363684,256,4096,1,10
JACCARD_B256_VPSHUFB_SAD,107.5462563682822,0.01950000000761065,256,4096,1,10
JACCARD_B256_VPOPCNTQ,178.78533873695912,0.011729999869203311,256,4096,1,10
JACCARD_B256_VPOPCNTQ_VPSHUFB,127.25436981515617,0.016479999885632424,256,4096,1,10
JACCARD_B256_VPOPCNTQ_PRECOMPUTED,202.23259544080864,0.010369999927206663,256,4096,1,10
JACCARD_B256_VPSHUFB_SAD_PRECOMPUTED,143.6405480841638,0.014599999985875911,256,4096,1,10
JACCARD_B256_VPOPCNTQ_PDX,274.1016848848358,0.007651000032637967,256,4096,1,10
JACCARD_B256_VPSHUFB_PDX,219.59706900938158,0.009549999958835542,256,4096,1,10
JACCARD_B256_VPOPCNTQ_VPSHUFB_PDX,231.72950232864,0.00905000001694134,256,4096,1,10
JACCARD_B256_VPOPCNTQ_PRECOMPUTED_PDX,303.49521823807896,0.006910000138304895,256,4096,1,10
JACCARD_B256_VPSHUFB_PRECOMPUTED_PDX,260.1925549467746,0.008060000027398928,256,4096,1,10
JACCARD_U64X4_C,266.436965558727,0.07871100001466402,256,4096,10,10
JACCARD_B256_VPSHUFB_SAD,119.84958462306918,0.17498199986221152,256,4096,10,10
JACCARD_B256_VPOPCNTQ,188.7608570178768,0.11110100012956536,256,4096,10,10
JACCARD_B256_VPOPCNTQ_VPSHUFB,139.03985240690824,0.15083100015544915,256,4096,10,10
JACCARD_B256_VPOPCNTQ_PRECOMPUTED,228.64469426126936,0.09172099998977501,256,4096,10,10
JACCARD_B256_VPSHUFB_SAD_PRECOMPUTED,160.94549570483977,0.13030200011598936,256,4096,10,10
JACCARD_B256_VPOPCNTQ_PDX,383.9531314190197,0.05461999990075128,256,4096,10,10
JACCARD_B256_VPSHUFB_PDX,287.0412396441913,0.07306099996640114,256,4096,10,10
JACCARD_B256_VPOPCNTQ_VPSHUFB_PDX,304.19518191070745,0.0689409998813062,256,4096,10,10
JACCARD_B256_VPOPCNTQ_PRECOMPUTED_PDX,433.28691593400697,0.04840099995817582,256,4096,10,10
JACCARD_B256_VPSHUFB_PRECOMPUTED_PDX,362.2024179519354,0.05790000000160944,256,4096,10,10
JACCARD_U64X4_C,270.5280008869903,0.7752070000606182,256,4096,100,10
JACCARD_B256_VPSHUFB_SAD,121.93190797376678,1.7199369999616465,256,4096,100,10
JACCARD_B256_VPOPCNTQ,205.86349404177318,1.0187099999257043,256,4096,100,10
JACCARD_B256_VPOPCNTQ_VPSHUFB,139.91329607485972,1.4988939999511786,256,4096,100,10
JACCARD_B256_VPOPCNTQ_PRECOMPUTED,260.6394587739691,0.8046179998473235,256,4096,100,10
JACCARD_B256_VPSHUFB_SAD_PRECOMPUTED,164.34935459264986,1.2760330000674003,256,4096,100,10
JACCARD_B256_VPOPCNTQ_PDX,382.2699390865373,0.5486050001763942,256,4096,100,10
JACCARD_B256_VPSHUFB_PDX,284.43017041921746,0.7373170001301332,256,4096,100,10
JACCARD_B256_VPOPCNTQ_VPSHUFB_PDX,334.7537655183597,0.6264759999794478,256,4096,100,10
JACCARD_B256_VPOPCNTQ_PRECOMPUTED_PDX,426.2200859874286,0.4920349999792961,256,4096,100,10
JACCARD_B256_VPSHUFB_PRECOMPUTED_PDX,350.38026124647774,0.5985359998703643,256,4096,100,10
JACCARD_U64X4_C,244.72693685269763,8.569355000190626,256,4096,1000,10
JACCARD_B256_VPSHUFB_SAD,114.32058970118985,18.34448199997496,256,4096,1000,10
JACCARD_B256_VPOPCNTQ,186.26888367194337,11.258734999955777,256,4096,1000,10
JACCARD_B256_VPOPCNTQ_VPSHUFB,130.52225657069405,16.067389999989246,256,4096,1000,10
JACCARD_B256_VPOPCNTQ_PRECOMPUTED,232.13079406230577,9.034355000039795,256,4096,1000,10
JACCARD_B256_VPSHUFB_SAD_PRECOMPUTED,152.9244331686213,13.713649000010264,256,4096,1000,10
JACCARD_B256_VPOPCNTQ_PDX,334.3588706859962,6.272158999991007,256,4096,1000,10
JACCARD_B256_VPSHUFB_PDX,258.51139784066027,8.112415999903533,256,4096,1000,10
JACCARD_B256_VPOPCNTQ_VPSHUFB_PDX,294.72446314085835,7.115635999980441,256,4096,1000,10
JACCARD_B256_VPOPCNTQ_PRECOMPUTED_PDX,366.8495591985659,5.716654000025301,256,4096,1000,10
JACCARD_B256_VPSHUFB_PRECOMPUTED_PDX,308.4966197206984,6.797974000164686,256,4096,1000,10
JACCARD_U64X4_C,226.22998731440762,0.01854000015555357,256,8192,1,10
JACCARD_B256_VPSHUFB_SAD,112.5353227224045,0.03727099988282134,256,8192,1,10
JACCARD_B256_VPOPCNTQ,190.73688193687002,0.02198999982283567,256,8192,1,10
JACCARD_B256_VPOPCNTQ_VPSHUFB,132.47541194887452,0.031660999866289785,256,8192,1,10
JACCARD_B256_VPOPCNTQ_PRECOMPUTED,232.371414280389,0.018049999880531686,256,8192,1,10
JACCARD_B256_VPSHUFB_SAD_PRECOMPUTED,150.98286546773966,0.027779999982158188,256,8192,1,10
JACCARD_B256_VPOPCNTQ_PDX,316.55124676124734,0.013249999938125256,256,8192,1,10
JACCARD_B256_VPSHUFB_PDX,245.56815122209957,0.017079999906854937,256,8192,1,10
JACCARD_B256_VPOPCNTQ_VPSHUFB_PDX,292.082450788476,0.014360000022861641,256,8192,1,10
JACCARD_B256_VPOPCNTQ_PRECOMPUTED_PDX,352.4625242553651,0.011899999890374602,256,8192,1,10
JACCARD_B256_VPSHUFB_PRECOMPUTED_PDX,289.26234669188,0.0144999999065476,256,8192,1,10
JACCARD_U64X4_C,270.1975765012215,0.155231000007916,256,8192,10,10
JACCARD_B256_VPSHUFB_SAD,121.73139765774529,0.3445540000939218,256,8192,10,10
JACCARD_B256_VPOPCNTQ,212.47525363774184,0.1974019999124721,256,8192,10,10
JACCARD_B256_VPOPCNTQ_VPSHUFB,143.51128943062236,0.2922630001194193,256,8192,10,10
JACCARD_B256_VPOPCNTQ_PRECOMPUTED,272.2495633026541,0.1540610001029563,256,8192,10,10
JACCARD_B256_VPSHUFB_SAD_PRECOMPUTED,169.05563026779643,0.24810200011415873,256,8192,10,10
JACCARD_B256_VPOPCNTQ_PDX,400.86628289776513,0.10463099988555769,256,8192,10,10
JACCARD_B256_VPSHUFB_PDX,275.82854385607226,0.15206199987005675,256,8192,10,10
JACCARD_B256_VPOPCNTQ_VPSHUFB_PDX,347.69702626008,0.12063100007253524,256,8192,10,10
JACCARD_B256_VPOPCNTQ_PRECOMPUTED_PDX,460.50262984699356,0.09108099993682117,256,8192,10,10
JACCARD_B256_VPSHUFB_PRECOMPUTED_PDX,370.71477132142076,0.11314100015624717,256,8192,10,10
JACCARD_U64X4_C,282.4953156859494,1.4847339998595999,256,8192,100,10
JACCARD_B256_VPSHUFB_SAD,123.04839845949115,3.4086620000834955,256,8192,100,10
JACCARD_B256_VPOPCNTQ,209.15164090017853,2.0053890000326646,256,8192,100,10
JACCARD_B256_VPOPCNTQ_VPSHUFB,140.90884658322116,2.976607999926273,256,8192,100,10
JACCARD_B256_VPOPCNTQ_PRECOMPUTED,267.30209510648206,1.569125000060012,256,8192,100,10
JACCARD_B256_VPSHUFB_SAD_PRECOMPUTED,167.2808227717826,2.507342999933826,256,8192,100,10
JACCARD_B256_VPOPCNTQ_PDX,388.69259000061317,1.0790799999540468,256,8192,100,10
JACCARD_B256_VPSHUFB_PDX,290.860271005566,1.4420339998650888,256,8192,100,10
JACCARD_B256_VPOPCNTQ_VPSHUFB_PDX,337.0973951201805,1.2442409999948723,256,8192,100,10
JACCARD_B256_VPOPCNTQ_PRECOMPUTED_PDX,433.5650543155823,0.9673990000464983,256,8192,100,10
JACCARD_B256_VPSHUFB_PRECOMPUTED_PDX,350.54717833353055,1.1965020000843651,256,8192,100,10
JACCARD_U64X4_C,271.970727330238,15.421895000145014,256,8192,1000,10
JACCARD_B256_VPSHUFB_SAD,120.8588737496653,34.704145999967295,256,8192,1000,10
JACCARD_B256_VPOPCNTQ,202.43254740539066,20.719513999893024,256,8192,1000,10
JACCARD_B256_VPOPCNTQ_VPSHUFB,138.4345370260917,30.298103999939485,256,8192,1000,10
JACCARD_B256_VPOPCNTQ_PRECOMPUTED,258.50422815375305,16.225282000050356,256,8192,1000,10
JACCARD_B256_VPSHUFB_SAD_PRECOMPUTED,163.61892271353008,25.634589999981472,256,8192,1000,10
JACCARD_B256_VPOPCNTQ_PDX,374.2640297559546,11.206805000028908,256,8192,1000,10
JACCARD_B256_VPSHUFB_PDX,280.5087313251597,14.952489999814134,256,8192,1000,10
JACCARD_B256_VPOPCNTQ_VPSHUFB_PDX,327.38458656641046,12.811549999923955,256,8192,1000,10
JACCARD_B256_VPOPCNTQ_PRECOMPUTED_PDX,421.50958031435704,9.950672999821109,256,8192,1000,10
JACCARD_B256_VPSHUFB_PRECOMPUTED_PDX,339.95045869131746,12.33798599992042,256,8192,1000,10
JACCARD_U64X4_C,244.28095546377457,0.03433999995650083,256,16384,1,10
JACCARD_B256_VPSHUFB_SAD,116.96167085358452,0.07172100004027016,256,16384,1,10
JACCARD_B256_VPOPCNTQ,193.9114193967211,0.043259999984002206,256,16384,1,10
JACCARD_B256_VPOPCNTQ_VPSHUFB,135.84570295720948,0.061750999975629384,256,16384,1,10
JACCARD_B256_VPOPCNTQ_PRECOMPUTED,186.1611591641214,0.045061000037094345,256,16384,1,10
JACCARD_B256_VPSHUFB_SAD_PRECOMPUTED,157.61838396815818,0.05322099991644791,256,16384,1,10
JACCARD_B256_VPOPCNTQ_PDX,341.41668947423403,0.024569999823143007,256,16384,1,10
JACCARD_B256_VPSHUFB_PDX,261.4087887870094,0.03208999987691641,256,16384,1,10
JACCARD_B256_VPOPCNTQ_VPSHUFB_PDX,305.25119216598694,0.02748099996097153,256,16384,1,10
JACCARD_B256_VPOPCNTQ_PRECOMPUTED_PDX,376.84672187290437,0.022259999923335272,256,16384,1,10
JACCARD_B256_VPSHUFB_PRECOMPUTED_PDX,307.8388267863671,0.027249999902778654,256,16384,1,10
JACCARD_U64X4_C,293.57280347915275,0.2857419999600097,256,16384,10,10
JACCARD_B256_VPSHUFB_SAD,124.5696584639793,0.6734070000220527,256,16384,10,10
JACCARD_B256_VPOPCNTQ,216.2553009128758,0.38790300004620804,256,16384,10,10
JACCARD_B256_VPOPCNTQ_VPSHUFB,145.6241786372194,0.5760450001162098,256,16384,10,10
JACCARD_B256_VPOPCNTQ_PRECOMPUTED,279.0872100915975,0.3005730000040785,256,16384,10,10
JACCARD_B256_VPSHUFB_SAD_PRECOMPUTED,168.94633703671326,0.4965250000168453,256,16384,10,10
JACCARD_B256_VPOPCNTQ_PDX,405.30158690899657,0.2069719998871733,256,16384,10,10
JACCARD_B256_VPSHUFB_PDX,299.37609532195637,0.28020299987474573,256,16384,10,10
JACCARD_B256_VPOPCNTQ_VPSHUFB_PDX,347.1358811871539,0.24165200011339039,256,16384,10,10
JACCARD_B256_VPOPCNTQ_PRECOMPUTED_PDX,460.75556673005497,0.1820620000216877,256,16384,10,10
JACCARD_B256_VPSHUFB_PRECOMPUTED_PDX,370.1585902382942,0.22662199990008958,256,16384,10,10
JACCARD_U64X4_C,294.3198767046593,2.850166999905923,256,16384,100,10
JACCARD_B256_VPSHUFB_SAD,125.16717962820218,6.701923000036913,256,16384,100,10
JACCARD_B256_VPOPCNTQ,214.28717763834615,3.9146570002230874,256,16384,100,10
JACCARD_B256_VPOPCNTQ_VPSHUFB,144.23936359184464,5.8157549999577896,256,16384,100,10
JACCARD_B256_VPOPCNTQ_PRECOMPUTED,276.7834211107191,3.0307480001283693,256,16384,100,10
JACCARD_B256_VPSHUFB_SAD_PRECOMPUTED,170.36798890096338,4.9238169999625825,256,16384,100,10
